id,percentage,review
25,71, Just last year  GM had an untouched SUV class  that of the Suburban  A class that sold about 150 000 vehicles  one that Ford just couldn t let go unchallenged  The answer  The new Ford Excursion  This hulking SUV is now the biggest in its class  How big  Well  about 4 tons  Its about 3 3 inches wider than the Suburban  and about 7 2 inches longer  Its set on a f250 frame  and from the side looks like a van  but the front end is that of the superduty  It accelerates 0 60 in about 10 6 seconds  which is quick for a 4 ton vehicle  It comes with the Triton V10  the 5 4 V8 or the optional 7 2 liter Powerstroke  Up front it boasts two plush captain s chairs with a center console  The dash and instrument cluster is that of the f250  Further back  there are two rows of seats  which can fold down or be removed to give the Excursion 16 Cubic feet of cargo space over the Suburban  It is 5 4  5 8 inches taller than the Suburban  featuring one of the flattest cargo racks available  The rear hatch opens three ways  to cut down on those huge rear doors  The spare rests inside  neatly packed away against the driver side of the vehicle  After testdriving  I found that the ride was smooth  but firm  The 4X4 suspension is different than that of the 4X2  but being as long as it is  high centering is a problem  Even though this is a fully capable 4X4  off road use is limited again to its size  Added guards under the front bumper keeps cars from sliding under the vehicle in the case of a head on accident  Even weighing 4 tons doesn t keep the Excursion from towing around 10 000 pounds  The V10 sports 310 hp  425lb ft  while the diesel comes with around 500 lb ft of torque  or a 5 4 Triton V8 rated at 255 hp  Safety is great  due to its size  What could hurt the thing besides a bus  It has a massive 44 gallon fuel tank  which takes upward of 60 dollars to fill  But it has a surprising 700  mile range on one fill up  The cool overhead console displays  besides other things  about how many miles you have left in your tank  Price is a big factor  About 34K for the XLT model  40 800 for the limited  Which  for the dollar  isn t a big increase from that of the explorer  or a nice f2 or 350  Roll over is that of any big SUV  Ford has taken great pains to limit roll over as much as possible without sacrificing too much clearance  My personal interaction with this truck is of testdriving br br  
26,52, We bought our used 1994 Econoline E150 Mark III Conversion van in 1998 from friends who didn t need the large van anymore  It had 49 000 miles on it and was in good shape inside  We have thoroughly enjoyed the van for the last two years  You can t beat it for long trips  You don t arrive at your destination feeling beat up  My kids enjoy watching movies or just being able to stretch out in all that space My concerns have only just now begun  Our ABS light on the dashboard started appearing randomly shortly after we purchased the van  When we checked with the Midas place locally about it  they said it was okay to drive  the regular brakes would always be available and they couldn t check it unless the light was actually on  Well it always goes off when the van is turned off and of course never comes on when we are close to a place that can check it  So that has been an ongoing concern  We still don t know what is wrong there Now recently on a trip  of course  the  quot OFF quot  button on the overdrive control started flashing indicating that something was going on with the transmission  Luckily we found an AAMCO place that was willing to take us and check it immediately  They explained that the transmission clutch was starting to slip and reset the button so that it wouldn t be flashing on our trip home  They told us that we could continue to drive it  don t push it by running on cruise control  and sometime the light would come on again  indicating problems again  but when that would be would be anybody s guess  Well of course  to fix it would entail big bucks The bottom line is that we are now babying the van  trying to decide if we want to fix all the problems or buy a new one  Yes we would buy a new one if we could afford it  They are wonderful vehicles and a joy to drive  Once you get used to driving the size  you ll never go back to small cars  The entertainment for the kids on long trips is priceless  No more  are we there yet  or how much longer  I d recommend them to anyone in a second  and I have Just as an update  It is now August 2000 and two things have changed  We did finally get to Midas and have them check out the brake light  They went over it thoroughly  and didn t charge us by the way  and couldn t find anything wrong with the brakes  The manager there told us that this is common in these vans and is probably an electrical short which they couldn t fix  Kudos to Midas Second  the transmission light came on again as we were going on vacation  Finally decided to suck it up and take it to a local nonchain transmission shop owned by an friend  He checked it over thoroughly  again for no charge  and said he wouldn t be driving the thing much longer if it was him  Right now  as we speak  it is in the garage having the transmission replaced  Looks like I ll be driving this one a few more years br br  
27,77, First off  let me state that I do not own this 1995 Ford F150 4wd XLT Supercab Pickup that I am about to review  My best friend owns this truck  I borrowed it from him recently on a 320 mile round trip to pick up an item I bought out of state  Some of you are probably asking yourselves  how can he write up a review on a vehicle that he doesn t even own  Let me add though  that my job provides me the opportunity to drive A LOT of different makes of light duty trucks  1 2 ton  3 4 ton  and 1 tons  These trucks are work trucks  I do not baby them  I use them  With that said  here is my opinion of the 1995 Ford F150 This particular Ford is a teal colored  yuck  short box with 73 000 miles on the odometer  It is fitted with the optional 5 8 liter  351 c u  V8  mated to an automatic overdrive transmission  This engine provided very adequate power  I set the cruise at 75 mph and the truck held it  even going up steep inclines that brought tractor trailers and vw buses to a crawl  The automatic transmission seemed to be very smooth and precise during shifting  With the cruise control set at 75 mph  the tach read a very respectable 2200 rpm  I was very impressed with this since engine life would probably be extended with such a low engine rpm  I have no complaints whatsoever with the engine and tranny in this Ford  I would recommend this engine over the smaller 5 0 liter  302 c u  V8  especially if you plan on pulling a trailer of any size  Also  I checked the mileage on my 320 mile journey  all interstate driving  I got 15 6 mpg  I would say this is par with other makes of 1 2 tons in the 1995 model year  Not as good as our 97 chevy 1 2 ton 4X4  350 c u  I use at work  I can squeeze 20 mpg out of her  This Ford contained two gas tanks to minimize gas station stops  A nice plus I thought the ride quality of this 1 2 ton Ford was quite harsh compared to other makes of 1 2 ton trucks I have driven  I could feel every crack and bump I traversed on the interstate  I could even feel the vibrations through the steering wheel  I couldn t blame the poor ride on bad shocks  since I know my buddy just replaced the shocks  Maybe the poor ride quality could be contributed partially to the type of tires he is running  I don t know  Secondly  I thought there was more road noise entering the cab then was acceptable  Thirdly  I found this truck  quot wanders quot  When this truck would wander into a rut on the interstate  it would pull suddenly to one side than the other  If one wasn t holding onto the steering wheel with both hands it could take you by surprise  I don t know what caused this  tires suspension  This model was equipped with a 60 40 split seat in front  I found the seats to be fairly comfortable  The driver was treated to a power lumbar support  In the center of the seat there was a fold down console  This was very nice  It contained 2 cup holders able to accommodate my rather large coffee mug  The console also had compartments inside for currency  notebooks  cell phones  etc  I am 6 2 quot  and found legroom to be acceptable  Rear passenger legroom is limited though  as is with any extended cab pickup  The small fold down back seat is designed for small children  not adults I did not care for the stock sound system  It was an AM FM stereo cassette w  four speakers  Sound quality was very poor and could not drown out the excessive road noise that this Ford exhibited  The buttons were extremely small making it very easy to hit the wrong button  Also  the stereo was placed in a very awkward position in the dash  I had to reach very far toward the center of dash to turn channels  This could prove to be very hazardous when driving  First thing I would do if this was my vehicle is upgrade the stereo with an after market system  I had the opportunity to use both the air conditioning and the heater on my short 1 2 day trip  gotta love Wyoming  I found both worked fantastic  No complaints in this department This truck was equipped with the power window door package  I found the power windows locks to be very efficient  The windows rolled up and down very fast  I own a 1987 K5 Blazer and my power windows are pathetically slow  So  this was a welcome change In terms of safety features  this truck contained rear anti lock brakes  don t quite understand the reasoning here  and a driver side airbag  A passenger side airbag was non existent  In terms of reliability of this truck  my friend has had darn good luck thus far  Like I mentioned above  the truck now has 73 000 miles on the clock  He has had some problems with keeping the truck aligned  might be linked to the  quot wandering quot  problem  and front wheel bearings going out  I believe that is the only problems he has had in the four years he has owned the truck  I personally like the styling of this 95 F150 better than the new styling of the Ford F150 s  But  if it was my choice I would choose the 95 Chevy 1 2 ton over this Ford     
28,71, I recently had the opportunity to purchase a 1992 Ford Explorer 2 Door as my main vehicle  I have since driven it for 12 000 miles  changed the oil three times  and really have not had any problems with it  The vehicle has a little over 131 000 miles on it  and I am still getting the rated 23 highway   18 city mileage  and sometimes better  but never worse My Explorer is a 5 speed  with is a very dependable piece of equipment  Coupled to the 4 0L V 6  it has enough power to do what I want to do with it  It has the room a college student needs to move in and out every year  and haul people during the year  It is economical enough to be a daily driver  Dependable enough that it really has not seen the shop under my possesion  and small enough that parking it is not compared to parking the more mammoth of SUVs The only time it has seens the shop is when I had to have a synchronizer  1st   2nd shift  replaced  Point of note  dont believe your friend when he says he  thinks  he knows how to drive stick  My Explorer does not have 4wd  but that has not stopped me from taking it offroad  Coupled with my Firestone Wilderness ATX 235s  I have taken mud  sand  and water  within reason  of course The interior on mine is vinyl  but the seats are very comfortable  The front seats are a high backed bucket  which makes long trips easier on your neck I have been pleasantly suprised by my Explorer  and from how it is fairing  I will have it for a good time to come  
29,51, Buying my first car four years ago I searched high and low to find what I thought to be the  quot perfect car quot   for my needs   400  and one lemon later  I realized that I needed to be a bit more circumspect when searching for a used car  I sifted advice from a dozen sources  read books and did a lot of looking around  My decision was to buy a  92 Ford Taurus with 119 000 miles as much as for the excellent offer as for the technical knowledge I d gained about the vehicle  A bit of background first on buying used cars  This is surely not comprehensive  One owner is always a plus  If you can find an older person who is willing to sell  that is also good  More likely than not  they will have religiously taken care of regular and preventative maintenance and will not have beat on the car as young people tend to do no matter the make or model  I might add  they drive it as if it s a sports car  It s also convenient to have access to all repair records  There are stores that will even run the VIN  vehicle identification number  to determine if it has had any factory work performed on it  I ve driven my car for four years now and I have logged over 35 000 miles bringing the total to 156 000 miles  I have driven in rain sleet  snow and hail  I ve driven on new tires  bald tires  performance tires and touring tires  I ve driven cross country and I ve driven locally  My point is  I ve taken this car through every condition possible  hmm haven t made it to the autobahn yet  and I m very familiar with it Over the four years I ve owned my Taurus  I have made substantial repairs  Thus far I ve replaced all four brakes  two front disk and two rear drums  all four struts  the water pump  four tires  one window motor  and two front CV joints These repairs have been costly  but they were necessary for the mileage and their cost was certainly leveraged by the utility I received from the vehicle  Most of the miles I ve logged have been highway miles from commuting  The vehicle  fully loaded with two passengers  would attain a fuel economy of 28 miles per gallon  avg  on long trips  more than 100 miles  For the shorter work home commute it averages 22 25  Around town  the average drops  but that is to be expected from the extremely reliable 3 0 V6  The engine is well known in auto circles as an economic choice that provides power when necessary  I have found it to be a great compromise without moving to a larger V8  The car accelerates well which is not only fun to do occasionally  but necessary when making quick and aggressive driving decisions  Indeed  most reviews will give the 3 0 L a hands down appreciation over its larger counterpart  the 3 8 L  because of its reliability  the latter has often had technical problems The ride of a vehicle or how well it handles inconsistencies in the pavement without disturbing the passenger depends on many factors  Certainly  the road is a factor  but so are tires  inflation and type of struts and shocks  Many cars today have progressive shocks which adjust to the road conditions and change the ride according to speed  Though they weren t standard  I chose to have these put in when I replaced them  With properly inflated tires the vehicle provides an excellent ride even more so at high speeds as compared to a smaller vehicle  The car has power steering brakes locks trunk windows as well as AC and a 4 speaker stereo  These amenities are all standard the GL  While the car has an average wheel base  an average length compared to other vehicles of similar size  the trunk is spacious  I was able to pack modest luggage for four people into my trunk with some room to spare  While I wouldn t recommend towing with the GL  I found it to have the capacity and power to capably transport a full load of people and their luggage One inherent problem with a seemingly large number of pre 1995 Tauruses  enough that this problem had a small write up in a major automotive magazine  seems to be a knocking in the front strut area  This has occurred in my vehicle  and while I don t see any dangerous effects such as uneven tire wear or sloppy steering  this doesn t mean that it couldn t propagate in the future besides  the sound is not only annoying  it causes alarm in my passengers sort of a bump in the night Though my be loved vehicle is aging  and I may soon have to lay it to rest  it was  dollar for mile  one of the best vehicles I ve purchased  and if you as a used car buyer are in the same position I was  I would encourage you to consider the Taurus as a possible vehicle br br  
30,63, We traded in our Ford Explorer on an 1998 Eddie Bauer Expedition and it was the best choice we have made by far  The cabin is roomy  the seats comfortable and easy to clean when the little ones get them dirty and feels like you re riding on air  I do wish we had a more current model  since now the foot pedals on the 2000 models adjust to peoples height  as I am 5 4 quot  I would like that little perk  This SUV turns on a dime  which is great compared to the Crew Cab Ford Pickup we used to own  Much easier to handle in those parking lots at the mall  amp  grocery store  In addition  I didn t know that there was airbag suspension we bought the Expedition  but there is  and it makes it a much more comfortable ride compared to that jolty Explorer  I would recommend this vehicle to a family of three to seven  and the smaller the family  the better for a roadtrip  We just take out the third seat and pile up the back with our stuff  I highly recommend this one br br  
31,50, In 1992 I bought my daughter a new Ford Explorer with a promise from her that I drive it until she started college a year later  When she started to college she took the Explorer with her and I drove another car  She drove the Explorer until 1999 when she purchased a 1999 Ford Mustang  I sold the car I was driving at the time and took back the Explorer  So you can see why I entitled this  quot Recycled Explorer quot We had problems with vibrations from the beginning  which I understand was a problem with most 1992 Explorers  The dealer from which I bought the car tried to correct this problem by installing shims  That didn t work and I ve been told that they should not have done this  This is the only major complaint we ve had with the car  Obviously  it was not so big a deal that we sold the vehicle  It now has 103 000 miles on and still going strong  We have had to replace the anti lock brake system and I recently had the rotors replaced  but the rotors are a part of wear and tear that you would normally expect br br  
32,77, I wanted a Ford Mustang Convertible for years  ever since I got my driver s license  When the 95 model came out  I thought it was the most beautiful car on wheels  that I could afford  of course  It had a powerful V8 engine  gorgeous design lines  leather interior  an automatic top so I wouldn t have to wrestle with folding and unfolding some unwieldy thing  it had a glass window in the back  with defroster  so it wouldn t get scratched like a plastic one  It also had a back seat  so I could pack friends or stuff  It was my dream car  I kept it cherry with weekly detailing In 1999 I totalled my dream car because the combination of the huge  high performance 17 quot  tires  and the powerful V8 engine  although a blast to drive on dry pavement  were a disaster in wet weather  I was going below freeway speeds when I hydroplaned  spun out and hit the center divider twice  The air bags deployed perfectly  and although I had to get out and run from the dead car to avoid being hit by oncoming traffic  I was virtually uninjured  Both the front and the back end of the car were smashed and twisted and virtually gone  But I had no trouble opening the door in a hurry  And not only did the airbags save my life  they prevented injury  I had had the car for four years and it didn t have a scratch  Now it was gone  But I was alive I read later  in Consumer Reports  that many people have had similar experiences with the Mustang big tires big engine in wet weather  But that did not deter me from wanting to get another one  It was still the only car for me But the 99 model is ugly  Its lines are no longer powerful  sleek and lovely  but sharp  angular  overly aggressive and masculine  I ve looked at it and looked at it and the design is just repulsive  It s still a Mustang  it s still a great car  but it cannot compare to the look of my 95  I am dismayed that the designers at Ford are again on the downhill slide with the Mustang  In my opinion  the Mustang of the 70 s and 80 s was one sad looking underdeveloped machine  a far cry from the hot  innovative little pony car of its beginning  I hope that the Mustang of the new millennium will not share that fate  Go back to the drawing board  guys   and make it beautiful again  You can make it powerful and hot looking without making it look like a shark  Start with your 94 96 models  I still haven t bought a new car  and the money s burning a hole in my pocket  and I m itchin to feel again the way that car made me feel br br  
33,64, I bought my  92 Ranger back in Dec of  91 right off the showroom floor  It was just a bit above factory standard  amp  cobalt blue  my fav  color  I was on leave from my Air Force technical training course and was about to be shipped off to Offutt AFB  I needed a truck that could handle a 500 mile trip without breaking this little airman s wallet 04 25 00 Here s some requested information about the engine  2 3 liter  100 h p  4 cylinder As I stated earlier the truck was cobalt blue  here s the rest of the info  XLT  2 wheel drive  5 speed manual transmission  4 cylinder  standard sound system  All said and done it cost me  9500   2 9  financing  over 5 years  I had this truck until 1999  when I upgraded to an F 250  During that time I had only one thing that went wrong  The cellenoid sp  freaked out twice and I had to jump the posts to get the truck to turn over  I also had two factory recalls  Recall 1  A bad seal in the drivers door that might cause the door to open suddenly if water seeped in and froze  Recall 2  A faulty oil pump  I loved this truck  It was small enough that it was able to get 28 MPG on the highway and wasn t a nightmare to park  while still being big enough to haul around things like queen size mattresses with no problem  This truck is a great  quot first truck quot  and is also great for people who need a truck that gets great gas mileage  My one complaint about the Ranger  and Ford trucks in general  is the location of the spare  I had a flat once and I had to drag myself under the truck to get the spare off  it should be a bit easier than that br br  
34,55, When I started  looking  for a new auto I became  focused   no pun intended  on the specification and configuration requirements that were important to me  Now  to tell the truth  I may be a little biased as I generally like Fords and would only consider Subaru as a Japanese auto but  nevertheless  I still made it my mission to be informed about all autos that met my criteria  Out of the  models  that I narrowed it down to   the Subaru Forrester  03  only came with an  unremarkable  power source  the Subaru Impreza WRX kind of suited me but I was a little concerned about the interior room  this was a close one   I still love this car  The upcoming Subaru Baja would not be out for a while and still only had a mediocre engine  Actually  I hadn t even considered a Focus  Why  I wanted to get away from front wheel drive vehicles  I had a  front driver  at the time  my first  and was a little put off by the  quirkiness  of its  handling characteristics  I was about ready to just wait until something came along that suited me   and then something made me decide to give the Focus a try  I drove a  normal  2002 ZX3 and I loved it enough to consider buying it   but before I did I at least made the attempt to locate an SVT model  To make a long story short   I bought one  The handling is great  The looks are cool  subjective  The interior room and features are incredulous  You may find it hard to believe but it does handle better than the WRX  though not as fast  This is what front wheel drive should feel like  Only problem  mine came with a defect   the radiator had a hole or puncture  warranty item  There is no perfect car for everyone  rhetorical  but if I could be  greedy  then I d like to see 4 doors ZX 5  more power and all wheel drive  like the WRX This car is astounding for the price but many may not consider it because they may  group  it as a small car associated with the younger genre  
35,60, We are the proud owners of a 1999 Ford Explorer XLT  We purchased it because we wanted a vehilcle that can handle western New York winters  carry two adults and two older teenage sons  and pull a large  quot pop up quot  camper trailer  At the same time  I didn t want to sacrifice gas mileage as you do with larger suvs  So far  we have been quite pleased with the Explorer  It pulls our trailer  about 2000 lbs  without a problem  with only some loss of gas mileage  When not towing  gas mileage averages around fifteen miles per gallon  or slightly better  Although it doesn t have the soft comfortable ride of our old  89 Crown Victoria  the ride quality is pretty good  With the SOHC V6 engine  there is some noticeable engine and road surface noise   nothing more than you would expect with a truck The vehicle handles very well and is easy to park and maneuver in parking lots  After driving an extended  94 Aerostar mini van  the Explorer seems much smaller and easier to navigate  However  we do miss the third passenger seat and the additional cargo space of the larger Aerostar  But  we have taken several longer trips  300 or more miles  with the Explorer and have managed to have enough room for luggage  cooler chest  Christmas packages  etc  When my wife are using the vehicle around town  we love it for size and convenience There has been one recall so far   replacement of the secondary hood latch which was handled promptly by the dealer  Just last week  we noticed that cold air seems to be coming in through the left rear door speaker  The dealer corrected this by adding insulation to the door  no charge  Overall  the quality craftsmanship of the vehicle is quite good Overall  if you want a SUV that has decent gas mileage and is smaller than the Expedition  Excursion  or Suburban  the Ford Explorer is a good choice  If you need larger towing capacity  or want more cargo capacity  then you will have to sacrifice gas mileage and go with one of the larger vehicles 1 14 2000 Update Well  winter driving has arrived in western NY  and today I found out how well the Explorer handles on slippery  snow packed roads  and I am very pleased with the results  On roads that were somewhat slippery for my Aerostar  the Explorer felt very stable and would not skid or fishtail when I pushed it a bit  So  I ll update this review again when I get a chance to play in some deep snow br br  
36,64, First of all  I live by myself in a dorm in downtown Austin  There is little or no parking available where I live  and most of the places I have to get to are within walking distance  Also  I have a couple of friends that always seem to be willing to drive me around  Because of these reasons  I really have no need for a car I have owned a few  however  Actually  it was mostly partial ownership  as my parents technically bought them and just let me drive around in them  I ve used these cars enough to form an adequate review  I believe  and that is what I intend to do right now The Ford Mustang has always been a great looking car with relatively decent gas mileage  about the same if not better than previous 4 cylinder cars I have used  In particular  I love the  94 model s style when compared to the earlier and newest models  This body style will be a classic  for sure  Passenger wise  it is a great single or two person road trip vehicle  In the three years that I had access to it  it proved itself to be very dependable and still ran great  in spite of having 70 000 miles on it  when we traded it in  I did not consider myself then  nor do I consider myself now a car aficionado by any means  but this was one of my favorites of the cars that I drove  My complaints are minimal  I don t like to drive fast  so the fact that it s 3 8L engine doesn t have the sound or power of other cars didn t affect me much  although my  quot friends quot  made quite a joke out of it  It can still beat most cars off the line with a 5 speed manual  but drops into the backfield rather quickly  Another thing I noticed is that bugs tend to take off too much paint on the hood and front bumper  not to mention the pealing and chipping of the paint right behind the wheel wells  Mud flaps would dramatically fix this problem  The body dents very easily  which can be very costly to repair  The interior is not the quietest place I ve encountered  and the rattling and squeaking noises can be an annoyance  As the car approached the 70 000 mile mark  I began to get a little concerned about the rumors drifting around about head gasket problems on this model  But my fears were unfounded  the inspector didn t even find any minor gasket problems when we turned it in This car was bought for around  10 000 and it is certainly worth the money  as far as I am concerned  It may not be the fastest car on the road  but I loved this car and would recommend it to anyone who asks br br  
37,80, My present car passed away one night on the way to work and my wife and I needed a another car van to replace it  I was always interested in the Aerostar as our friends have them  With 11 year old triplets we needed a van to hold all of us  The seven passenger van was just the ticket for us  We purchased a 91 used in March 2000 and so far no major problems save for having to replace the sliding door track at a cost of  200 00 including labour  My wife and I love the fan The 7 passenger seating is great  it allows us to separate the girls so they won quot t fight on long trips  We highly recommend this van  Anyone with a large family would benefit from this van p s  this van has 230 000 kilometers on it and it still purrs like a kitten has the pickup of a new van br br  
38,72, I purchased my Probe SE  5 speed  used  in 1998 with 53 000 miles  Up until a few weeks ago  she was going strong at 198 790 miles  I drove her hard  fast  and rough  Only had to replace the O2 sensors  Airflow sensor  and tires Great ride  fun road tripping car  and handled very well in all kinds of weather Only drawback was the price on replacement parts  To replace an O2 sensor  retail price from the dealership was  300 each  and both need to be replaced when one goes out   pricy  600 for a set of sensors  Airflow sensor was  300 retail price from dealership as well  This did not include labor  so unless you want to put them in yourself  these are costly The design lacked in handling tire blowout  I had to retire my baby after she was totaled beginning of this month  I had Cooper Cobra tires on the car  when the front driver s side tire split  causing the entire front fender  front quarter panel  side panel  undercarriage panel  and door panel to become squashed as if I d run into a pole  requiring complete replacement if I d decided to pursue restoration  Also the electric wiring shaft was severed  causing the car to lose power while driving 70 mph on a curvy interstate  The entire car would ve had to be re wired  The cost for the panels start at  2000 a piece to replace with upper cost of the door panel to  2700   these are after market value prices  The damage was caused due to a poor design in handling tire split  Granted  sports cars are not meant to handle these situations beautifully  but having made minor design changes could ve prevented some of these damages Overall  I ve never had such a great car run so well with so many miles  I m sure she would ve kept going for another good 40 000 miles easy  All parts  excepting for the sensors mentioned above and the tires  were stock and still going strong I d recommend this vehicle for someone who performs regular maintenance on the Probe and loves to drive long distances  
39,75, Working for the rescue squad in my city  I occasionally get the chance to drive a Ford Crown Victoria  We use them as chase cars  basically  but we call them zone cars  When an ambulance responds to a scene  a paramedic can chase the ambulance or beat the ambulance to the scene using one of these cars  Response time for paramedics is much more efficient this way  It keeps us extremely mobile  First I need to comment on the handling of these cars  There are plenty of other vehicles out there which would have worked just fine for the job we use the vehicles for  but I can see why the city chose to use these above all others  They handle like a dream  They have a very tight grip on the road  and the steering is not lose at all and has little to no play in it  unlike the majority of Ford built vehicles  The seats  in addition to this  are designed deep in an effort to keep you in place while going around curves  All of these factors take a big role when you are traveling at 90mph through rush hour traffic with lights and sirens at full blast  With that said  we are glad they have airbags as well  Next on the list  the power  I m not sure what size engines these cars are normally sold with  it could be the same size we have  or it might not  The ones we use sport a 4 6L V8  I could be wrong though  because they may just very well be sold to the general public the same way they are to us  minus the white paint  reflective stripe down the sides that say rescue  and the red and white strobe light bar on top  Considering the size engine they have in them  I have noticed that they still have excellent gas mileage  It usually ranges from 20 to 21 miles per gallon  This may not seem like much  but just think of how many times we gun the engine with these cars everyday  Also keep in mind that they are usually left running all the time at scenes  For an added bonus  in case most people don t know  strobe lights  sirens  a computer  and several radios draw a lot of power from that hard working alternator  and to make up for it the city sets the engines to run at a high idle  Even after all this abuse they can still conserve a considerable amount of gas  Now for the room in the vehicle  They have a very large amount of space  We can carry everything an ambulance has on board  with the exception of the stretcher  and still have plenty of room for a couple of passengers  Most of the equipment will fit in the trunk  if not all of it if you position it right  Along with tools  a jack  and the spare tire  The space in the front is very good as well  Located up there is a clipboard  many map books  a mounted computer  several radios  the control panel for the lights and sirens  and yes  still room for passengers  I think these cars are very comfortable   I have to drive them constantly around the city for 12 hours at a time  and by the end of the day  other than being tired of working  I still feel just as comfortable as I did when I first got into the car  A direct quote given to me from one of the people that spends much of their duty time in a zone car  The city garage maintains the cars  however we still get the chance to see what repairs have been made  if any  They go into the city garage once a month for preventative maintenance  and for the most part  all we have seen done on these cars is fluid changes  engine cleaning  and adjusting the alignment  balance  rotation  and changing tires  I can say that the tires seem to get worn more often than a lot of other cars  but once again  look how we drive these cars  and besides  a different tire brand could help that  but our city is pretty stubborn  Once in a great while something other than that will have to be repaired  but what car does that not happen on  If you can find one  let me know because I am going to own one soon  Generally speaking  as much as these cars get beat up every day  I am amazed at their ability to stay in great working condition  One owned as a private vehicle would work positive wonders on your maintenance bill  These cars are built very solid  They can absorb much force in a collision  They are designed to do just that  absorb most of the impact and protect the driver  Loaded down with brake and sudden motion activated seat belts  dual airbags  shatterless windows  and a crumbling body  they can be trusted to get you to where you need to be safely  They even have a very sturdy roof  If you re wondering where I became familiar of how well the car protects the driver  they have been rolled  wrapped around poles  had head on collisions  been T boned  rear ended  etc  etc  and drivers walked away from all of it with nothing more than seatbelt sores  airbag abrasions  and a bruised ego  statement based on info gathered from sources in this rescue squad  as well as the local police departments  I have yet to wreck one  and I hope I don t  
40,76, We bought our new 2000 Ford Windstar last October and have been extremely happy with our purchase so far  There have been no mechanical problems at all Here are some of the features that we like best about our Windstar It drives much more like a car than a van  It doesn t have that top heavy  awkward van feeling to it on corners  We were also impressed with the amount of pep the engine has  While it s not a Porsche  it does have very impressive acceleration for a van   much more similar to a car again than to other vans I have driven On the back of the back seat there are these great little hooks that you can use to hook grocery bags onto when you go shopping  This seems like a small feature  but we really love it  You no longer have to worry about the ice cream falling onto it s side and leaking  and you never have to repack your bags with all the items that spilled out during the drive home The idea of removable seats is great  We often take them out when we go camping and put a mattress in the back  It makes for an extremely comfortable sleep  The only thing that would be better would be if they could make the seats lighter  You need to be fairly muscular to take out the single seats  we took the four bucket seats in the first two rows and the bench at the back option  while the bench seat at the back is really a two person job to remove and reinstall Having the sliding doors on both sides is a very helpful feature that allows you to easily access just about anywhere in the vehicle  We used ours to move across the country  and found it very helpful in packing and accessing our belongings once they were packed in We were quite impressed with the stereo system  Before hearing it  we had discussed having a better system installed  but once we had our first listen  we decided we d keep the factory installed model The climate control system is quite good for the people in the front two seats  From a cold start it heats up or provides air conditioning very quickly  however there are no air vents to provide circulation to passengers in the back  A couple of times now when we ve had a full load of people  we have either had to bake or freeze in the front to keep our passengers in the back comfortable  I m not sure if there was an option to have rear climate controls  but if there is it will be something we will think about getting next time  We don t often have many passengers  so it hasn t been too big of a problem for us  but if you frequently carry a full load of passengers  it s something you might really want to think about  I should add that there are two windows at the back that open slightly to help with air circulation  which is great for your passengers when it s hot and you don t want to use air conditioning  The tinted windows that we opted for help with this too Finally  if you like to bring beverages in the car with you  there are more cupholders in the van than you would believe  
