id,percentage,review
26,29, that s exactly how long the movie felt to me    there weren t even nine laughs in nine months    it s a terrible mess of a movie starring a terrible mess of a man   mr   hugh grant   a huge dork    it s not the whole oral sex/prostitution thing   referring to grant   not me   that bugs me   it s the fact that grant is annoying    not just adam sandler annoying   we re talking jim carrey annoying    since when do eye flutters and nervous smiles pass for acting    but   on the other hand   since when do really bad slapstick   a fistfight in the delivery room culminating in grant s head in joan cusack s lap  a scene he paid $60 to have included in the movie   and obscene double entendres   robin williams   the obstetrician   tells grant s pregnant girlfriend she has   a big pussy     referring of course to the size of the cat hairs on her coat   but nonetheless   grant paid $60 to have the exchange included in the movie   pass for comedy    nine months is a predictable cookie cutter movie with no originality in humor or plot    hugh grant plays a successful child psychiatrist    why a child psychologist    so the scriptwriters could inject the following unfunny exchange    kid   my dad s an asshole    grant   flutters eyelashes   offers a nervous smile   then responds in his annoying english accent and i think i actually have  talent attitude     could you possibly elaborate on that    kid   my dad s a  huge  asshole    more like a hugh asshole   but that s beside the point   which is   nine months includes too many needlessly stupid jokes that get laughs from the ten year olds in the audience while everyone else shakes his or her head in disbelief    so   anyway   grant finds out his girlfriend is pregnant and does his usual reaction   fluttered eyelashes   nervous smiles      this paves the way for every possible pregnancy/child birth gag in the book   especially since grant s equally annoying friend s wife is also pregnant    the annoying friend is played by tom arnold   who provides most of the cacophonous slapstick   none of which is funny   such as a scene where arnold beats up a costumed   arnie the dinosaur     you draw your own parallels on that one   in a toy store    the only interesting character in the movie is played by jeff goldblum   who should have hid himself away somewhere after the dreadful hideaway   as an artist with a fear of   and simultaneous longing for   commitment    not even robin williams   who plays a russian doctor who has recently decided to switch from veterinary medicine to obstetrics   has much humor    his is a one joke character   the old foreign guy who mispronounces english stereotype   did someone say yakov smirnov    that s my favorite vodka   by the way     hence the line   now it s time to take a look at your volvo     another nasty but unamusing joke   except this one goes right over the ten year olds  heads   while the adults simultaneously groan    nine months is a complete failure   low on laughs and intelligence and high on loud   unfunny slapstick   failed jokes and other uninspired lunacy    hugh grant s sunset boulevard arrest   please   no caught with his pants down jokes   may bring more people into the theaters   but they certainly won t leave with a smile on their faces   not after 90 minutes of grant s nervous smiles    everything in the movie is so forced   so unauthentic that anyone with an i   q    over 80   sorry   hugh   will know they wasted their money on an unfulfilled desire    but at least they didn t spend 60 bucks for it    
27,33, john carpenter makes b movies    always has     halloween       escape from new york       the thing     and   by the looks of it     they live       escape from l   a         vampires       always will    carpenter s latest horror opus with a science fiction bent   or science fiction outing with a schlock horror bent   is the aptly titled   john carpenter s ghosts of mars     in case   i suppose   you went looking for someone else s   ghosts of mars        like all those films prefixed by the very possessive   john carpenter s       ghosts of mars   is an unashamed b movie punctuated by a b movie plot   b movie actors   and b movie special effects    in category one   above   we have a storyline that borders on idiotic   and   at times   chaotic      dormant martians   i   e     swirling red gases   awakened by meddling humans possess the souls of hapless mining colonists rendering them testy marilyn manson lookalikes    all this explained   in flashback   to some grand pooh bah counsel by martian police official melanie ballard   natasha henstridge   from the sub    species   films     the only returnee on a silly looking train    officer ballard went in to bring back incarcerated felon james   desolation   williams   what she found was not a pretty picture    in the second category we have ms   henstridge   her blonde hair pulled back tightly and awkwardly into a ponytail   ice cube   as the appropriately named   desolation       pam grier   briefly   oddly  who wanted to work with whom i wonder       and a host of extras all assuming that the story and special effects were going to carry this film and therefore they didn t need to try too hard    in category number three we have   in addition to those swirling red gases and the silly looking train   a couple of bird s eye view shots of a sprawling martian metropolis   reddish also      state of the art special effects have never been a carpenter trademark and once again the writer/director   who seems to have no problem finding work   however   doesn t waste any of the film s budget in that department       ghosts of mars   is lock   laughing stock   and barrel all your standard carpenter fare   dingy interiors   cluttered exteriors   inane dialogue   lots of leather   scarred   crazed looking aliens   and lots and lots of weaponry    the film often and always explodes into warfare without warning  spontaneously   stupidly    carpenter might like to think he s made a western here but it s a western without any real heroes   villains   or border conflicts    it s just the shootouts minus a hissing snake plissken    i never thought i d miss the guy but i do    it s not * all * the same   however    dubbed the   one note wonder   for his minimalist music soundtracks   carpenter seems to have graduated from simplistic   yet effective   scoring by highlighting his action with loud   screeching guitar work    fortunately this drowns out a lot of the dialogue    the final exchange between henstridge and   er   cube though is both audible * and * priceless    mars has proven an infertile breeding ground for hollywood in the last year or so   what with the stillborn   mission to mars   and   red planet     with val kilmer         ghosts of mars   sadly adds to those disappointing returns   in its opening weekend it was overshadowed by a bunch of sequels   among them   american pie 2   and   rush hour 2        the irony is that the mars in carpenter s film feels sadly absent    there are occasional references to the red planet   of course   but the film might as well have been set in perth amboys than on earth s closest neighbor    two things keep   john carpenter s ghosts of mars   from getting a huge slap upside the head    1    henstridge keeps her top on   miraculously     and 2   the film doesn t pretend to be anything it s not    what that means   however   is that fans of superior   intelligent   grade a sci fi/horror are singularly out of luck    
28,26, one sided   doom and gloom   documentary about the possible annihilation of the human race as foretold by the bible    orson welles narrates and appears in the film in which he   along with best selling author hal lindsey   discusses various prophecies from the bible and relates them to recent   well for 1976 anyway   events    the film is dated badly   as many things that are supposed to happen in the   future   never do    for example   the planets of the solar system were supposed to line up in the year 1982 and cause chaos here on earth    we re still here    the arms race between the soviets and america was supposed to kick off the apocalypse    we re still here    some of the more ludicrous moments come when it s alluded to that people like jimmy carter and henry kissinger may actually be the antichrist   !      also   there s ten minutes of stock footage at the end of the film meant to give us an idea of what the battle for armageddon might be like    if it s anything like it s depicted as here then it s going to be incredibly boring    the late great planet earth is available on dvd from vci home video    it contains the film in standard form   aspect ratio of 1   33   1     although some moments of stock footage are letterboxed    also included are brief bios on orson welles and hal lindsey   as well as a trailer for another recent vci home video release   chariots of the gods    audio is mono dolby digital   and the video is fair to good for a film like this    i believe this is the first appearance of this film on any home video format so any condition at all is fine with me    certainly i never expected a remastered print    curiously   the menu screens on this dvd look nothing like the menu screens pictured on the back of the case    but they re menu screens        so who really cares    [pg]  
29,35, when it comes to the average teenage romantic comedy   i expect negative reviews from critics left and right    predictable   unoriginal   and forgettable will most likely be the three adjectives to haunt the down to you s and the drive me crazy s released by the dozens these last couple of years    what i really look for in this kind of movie is the entertainment value while i m sitting in the theater    am i enjoying myself    is this a comfortable break from my week of finals    this is why i have given films like final destination or road trip high marks   i had a party of a time wasting my money on something i won t remember next week    so last week i opened up the new york times   and   no surprise   boys and girls got a negative review    daily news    negative    reelviews    negative    epinions   com    negative    this was nothing new    american pie   final destination   road trip didn t get such hot reviews and i loved those guilty pleasures    same goes for she s all that   a formulaic but enjoyable pygmalion adaptation that got unjustly pounded    since boys and girls reunites she s all that director robert iscove and actor freddie prinze jr     i predicted d   j   vu al over again    but   still curious   i asked around my school and from the one or two people who had seen it   the reactions were far from positive    i had made up my mind   i ll catch it on video or cable in a couple of years    but   soon after   following a series of unexpected events   we couldn t get into shaft because it is rated r     i found myself watching boys and girls    whoops    boys and girls is about a   nerdy   smart   boy named ryan   prinze jr     and a   popular   flirt   girl named jennifer   claire forlani      briefly meeting as pre teens and now attending the same college   the two bump into each other so many times that eventually they become best friends    but in the movies   a male and a female cannot be friends without having that nagging feeling of attraction for each other    with advice from their roommates   amanda detmer   jason biggs     ryan and jennifer attempt to discover the true meaning of their relationship    the film definitely lives up to the dreaded three adjectives   and mindless entertainment is nowhere to be found    i could hardly sit through the 93 minute running time for several reasons    the dialogue is probably the worst i have ever seen in any movie   mainly because the whole movie depends on the boring script and the ridiculous words these characters use is what hollywood thinks kids can relate to    it is almost offensive    an example of an insightful conversation       you re dumb    dumb   dumb   dumb   dumb         no         followed by a mandy moore esque tune background       well it s not as bad as wing commander i guess    the supporting cast is also painfully useless    detmer and biggs stand in the way for anything interesting to happen with their own boring   pointless subplots    and although this is supposed to be from both perspectives of the human sex   prinze jr s ryan dominates the screen while forlani s jennifer simply acts as a dilemma for him to work with    we never learn anything about jennifer which is a shame too because forlani is the only actor to bring any life into her character    teenager or not   you ll hate this movie   i guarantee it    maybe i should rent she s all that again    is it really as good as i think it is    
30,38, mr   nice guy is the latest jackie chan film   so you should know what to expect    a weak plot   terrible dialogue   very little acting ability   but some jaw dropping action sequences that nearly make the rest of it worthwhile    however   mr   nice guy lacks the sparkle of jackie s best efforts   and its weaknesses are more glaring than ever    jackie chan plays   who else   jackie    this time out   he s a famous chef who hosts an australian cooking show    not that it ever makes a difference in the plot    there are only two scenes of him cooking    for the rest of the film   somehow he mutates into jackie chan   supercop    it never does explain why his character has such superb martial arts skills       perhaps he was in the same cooking class as steven seagal in under siege    a tv newswoman   diana   gabrielle fitzpatrick     covertly tapes a drug deal involving kingpin giancarlo   richard norton   and a local gang of toughs   the demons    although she only has one camcorder   somehow the result is full of close ups and multiple angles       hmmm    shades of broadcast news        anyway   the goons discover diana   and will do anything to recover the tape    here lies another crucial flaw in the story   doesn t anyone realize you can copy a tape    oh well   no one ever said jackie chan movies had to make sense    as luck would have it   diana runs across jackie   and   wouldn t you know it   jackie accidentally ends up with the tape    this leads to countless chase and/or fight scenes which look like they could have been lifted from rumble in the bronx or nearly any other jackie chan movie    in a move apparently designed to woo american   and other english speaking   audiences   the film uses english as its primary language    however   that doesn t mean an end to the atrocious dubbing that has afflicted jackie s recent americanized releases    strangely   many of the characters speaking english are overdubbed with english   and poorly too    whether this is just a very bad case of looping   an effort to minimize accents   or a simple case of nostalgia   it does achieve the same level of distraction present in all of jackie s dubbed films    the plot in mr   nice guy is negligible   merely an excuse to have jackie on the run from various goons    but even though plots have always been second to the action in jackie s films   it seems odd that the filmmakers have stuck us with this tired retread    look   if you have jackie chan playing a chef   why not use that to your advantage    watching jackie doing his stuff in a kitchen   beating the bad guys with foodstuffs sounds like the perfect setup for innumerable comic stunts    the action is a mixed bag here    there s really only one no holds barred fight scenes that have become the trademark of jackie s films    it takes place in the arbitrary location of a construction site   apparently for the sole reason that there are lots of nifty things lying around that can be useful ala jackie chan    the action in the film is neither jackie s best nor worst   but you long for some more inspiration in the scenes    the film s gratuitous use of slow motion is distracting    once or twice   it may be useful to highlight a spectacular stunt sequence    but to slo mo jackie running    either this is a nod to the six million dollar man   or a pathetic attempt to disguise the fact that jackie may be slowing down    if you ve seen all of jackie s films and are in need of another fix   go ahead and see mr   nice guy    however   if you re just in the mood for some good action   you d be better off hitting the video store for some of his better work   such as supercop    
31,37, lucas was wise to start his star wars trilogy with episode 4   episode 1 is a boring   empty spectacle that features some nice special effects    after the familiar  a long time ago            opening   the film starts with the opening yellow crawl that features in every star wars movie and computer game    the plot is that the trade confederation are blocking off supplies to the peaceful planet of naboo   ruled by queen amidala   portman   jedi knights qui gon   neeson   and obi wan   mcgregor   are sent to negotiate a deal with the confederation to stop the blockade    however   this simple blockade is not all it seems   and the jedi knights soon have to deal with many more dangers   including facing the evil darth maul   ray park      they also meet the future darth vadar   anakin skywalker   jake lloyd    star wars is largely a failure in all the major areas of filmmaking   script   direction and characters    the script desperately tries to make an thin and boring story into a two hour epic    the trade confederation plot is just not as exciting as the death star   and as the film goes on the drama becomes more and more non existent    there s no underlying tension   and no urgent need to see what the outcome is    the film also takes a leisurely pace in telling the boring story   which doesn t help    there s no snap to make the film work   it moves at a plod    the script is boring   all the characters speak in morals   especially anakins mother    there s no group spirit evident here   and when all characters can speak only in profound statements or bark orders   it s evident that not much is going to happen    the two leads are hideously boring   static characters given little to do and too much time to do it    qui gon and obi wan hold no presence on film   and give little for the audience to root for    the audience will probably warm more to bad guy darth maul   if he had been given more screen time    maul is one of the most underused bad guys in film history   even if he does provide the only  straight  plot line in the film   all the other plots in this film are to be concluded throughout the trilogy      anakin is annoying and unlikeable      instead of cute and huggable as lucas no doubt intended    it s probably not surprising that his hateful little boy   unfortunately blessed  ani  by everyone he knows   joins the dark side and kills everyone as quickly as possible    the comedy relief is supposedly provided by the gangly jar jar brinks   although in the end none is provided in the film by him    although his floppy features will no doubt be great for stuffed toys   the lines and actions he is given are painfully unfunny    the only good laugh is when his tongue is burned by a  pod  racer   because i knew he wouldn t be able to talk for a while    queen amidala is a nothing in the film   she serves no real purpose apart from the fact that she must  serve her people     and go goo goo over anakin    again   her role will become more important in the later episodes   and is given little to do here    the actors don t help the movie much either    liam neeson seems bored and embarrassed   and seems desperate to leave the movie as quickly as possible    mcgregor comes across as a posh mothers boy   with little charm    the casting director must have chose him because he s scottish like alec guinness   there s little other explanation for it    natalie portman is plagued by hideous costumes and a poor script   but she delivers a spunky performance    and jake lloyd looks at everyone with hateful eyes and delivers his lines in a bored voice    there s very little talent evident with him   it s hard to see why lucas chose him when there are better child actors out there    he s not even very  cute      the main claim of the film   the special effects   are okay    there s nothing impressive about them   yet they complement the story well    the cgi takes away much of the human element   however    the battle droids for example   the replacement for the stormtroopers   are characterless little computer graphics   lacking the humour and humanness that came from the stormtroopers    episode 1 is just disappointing    it s got high production values   but little else    the music is meandering   except near the end    the plot gives us no one to root for   or even care for    the effects are nice   but dull    the plot goes on for half an hour longer than it should    there s an air of manufacturing among the whole sorry affair   and many clich   s are catered for throughout the film    apart from a remotely exciting pod race sequence   episode 1 is a dry affair that serves little purpose   except to make money and to get us to watch episode 2 to see what happens to the many unfinished plot lines in the film    disappointing is barely the word    rating=  
32,21, in the line of duty is the critically praised series of television movies dealing with the real life incidents that claimed lives of law enforcement officers in usa    the twilight murders   another one from the series   is dealing with the case of gordon kahl   played by rod steiger     old farmer from north dakota who would rather spend a year in prison than pay taxes to the despised u   s   government    after being released   he still refuses to pay taxes and the warrant is issued for his arrest    when the u   s   marshals come to arrest him   it turns out that kahl isn t alone    many poor farmers in rural northwest share his extremist anti government beliefs   and the routine operation turns into shootout that would leave federal officers that    that brings fbi on the scene   and agent mayberly   michael gross   is supervising the manhunt    however   his efforts seem fruitless   since kahl still has many supporters   some of them even in the local law enforcement    after betrayed   1988 thriller by costa gavras   hollywood mostly ignored the disturbing trends of rising right wing extremism in the american northwest   and that remained so until oklahoma city bombing   when media hype brought right wingers back into spotlight    until that time   only the television movies like this one bothered to pay attention to that phenomenon    unfortunately   the twilight murders is still routine and formulaic television film   that uses sensationalist real life content in order to cover lack of originality in the script    sometimes   like many american tv movies   it creates drama where drama shouldn t be    on the other hand   film is steadily directed by dick lowry   and rod steiger does good job potraying gordon kahl    on the other hand   michael gross as his pursuer is quite wooden and his interaction with some of the actors is terrible    however   film does deal with potentially thought provoking social and political issues   so hour and half spent in front of the screen shouldn t be the total waste of time    
33,37, plot   based on the wildly popular   jerry springer   tv show   this movie follows the lives of two groups of people before they make their bizarre appearances on the infamous program    one posse comes from the trailer parks and are to be featured in the   i slept with my stepfather   segment   and the other is based on some fly girl whose girlfriends keep sleeping with her undevoted   dog   boyfriend    critique   the truth is that if i didn t have a day job   i would probably watch the real   jerry springer   show every day    i find it quite entertaining   despite its complete lack of redeeming value    having said that   the show itself is outrageous   funny   and always filled with goofy surprises   as opposed to this film which features no laughs   is this a comedy or a drama       uninteresting and completely unbelievable one dimensional stereotypes   and a contrived plot which bores us stupid all the way    i never thought i would utter the word boring in the same sentence as jerry springer   but this film is an absolute yawn fest   despite offering various scenes featuring simulated blowjobs   lesbians   t&a and tv violence   who would ve guessed that        i wish they would have either a   made this movie much   much funnier   or b   turned it into a complete drama and given us a real perspective as to why people like this actually put themselves through these public forums of embarrassment    unfortunately   it doesn t seem as though screenwriter jon bernstein spent more than a drunken weekend watching real   jerry springer   reruns to complete his script   leaving us with a boring film   featuring no laughs   one dimensional characters   and no fun whatsoever    little known facts about this film and its stars   jerry springer used to be the mayor of cincinnati   ohio    for this film   he won the 1999 razzie award for worst new star   tied with joe esterhas from an alan smithee film   burn hollywood burn    
34,41, in   twilight     a ex alcoholic   ex cop   ex husband   ex private eye   harry ross   paul newman     works for a pair of aging hollywood actors   catherine   susan sarandon   and jack ames   gene hackman      jack is being blackmailed   and he asks harry to deliver the payoff    instead of the blackmailers   harry finds a dying ex cop   m    emmet walsh      as more bodies begin to pile up   harry realizes that he will have to solve the disappearance of catherine s first husband twenty years earlier to find out who s willing to kill to keep that secret buried    newman   sarandon    hackman    with an a list cast of oscar laureates like that     twilight   would seem very promising    however   the script is tired and predictable    it would serve well as a tv movie of the week   possibly with some 1970 s detective hero reprising his role    the appeal of the project for its stars and its director   robert benton   is nostalgia       twilight   wants very much to be a 1940 s film noir with alan ladd or dick powell    all of the standard tropes are here   a hard boiled p   i    among the rich and beautiful whose glamour hides sinister secrets   a femme fatale who tempts and confounds the hero   shadowy figures shooting from doorways   dead bodies confronting the hero at every turn   cops dogging his path and interfering with his investigation    the script offers little originality   and co authors benton and richard russo seem unaware that what was original in 1948 is a clich   in 1998    elmer bernstein s score is hauntingly melodic and could have been drawn note for note from a vintage noir    the lead actors try hard none of the three has every made less than a full effort   even when burdened with a bad script    they try to invest every line and gesture with meaning   and they create a convincing sense of the relationships between the main characters    harry is fond of jack but is in love with catherine    jack is dying of cancer and is jealous of harry s love for catherine    catherine teases harry and enjoys his attention   but her real feelings are hidden beneath a carefully maintained veneer       twilight   wants to be character driven like   nobody s fool     also directed by benton   also starring newman   based on a novel by russo   was   but the tired script gives the actors too little to work with       twilight   also squanders a fine supporting cast   stockard channing   harry s friend on the police force     reese witherspoon   jack & catherine s bratty kid     giancarlo esposito   the humorous sidekick     john spencer   harry s nemesis on the force     liev schreiber and margo martindale   the blackmailers     and james garner   a cop who bailed movie stars out of trouble      
35,29, ingredients   possessed plastic dolls in love   plastic dolls having sex  starring   jennifer tilly   voice of brad dourif   katherine heigl   nick stabile   john ritter  synopsis   this is the fourth film in the chucky series   which debuted in the late 1980s    basically   chucky is a plastic doll that can walk and talk because it is possessed by the spirit of a slain murderer    in bride of chucky   chucky s longtime girlfriend tiffany   jennifer tilly   dies and her spirit inhabits a female plastic doll through voodoo    dolls tiffany and chucky get married and embark on a quest to reach a cemetery in new jersey   where a mystical gem might enable them to be humans    the dolls stow away in the back of a vehicle driven by a newly eloped couple   so in the side plot   the couple suspects each other of being a murderer    opinion   bride of chucky is an attempt at horror with humor   but doesn t succeed    somehow   chucky moaning about mid life crisis   and how he should have gotten married does not make for a very scary chucky    and tiffany harping about mid life crisis   and how she should have gotten married does not make for a very scary tiffany    the suspenseless bride of chucky relies mostly on jennifer tilly s cleavage to keep attention during the first half   and on occasional puns to keep attention during the second half    the best that can be said about bride of chucky is that it is sarcastic    
36,22, capsule   the much anticipated re adaptation of the pierre boulle novel comes to the screen as a dark and a little dreary film with lots of chases and fighting   but very little intelligence    visually there is much to like about this version   but the approach is to take an adventure after the style of gulliver s travels and treat it as an action film    that makes it a film without much center       0    4 to +4    pierre boulle   author of the bridge on the river kwai   wrote planet of the apes   a   k   a   monkey planet     the novel   as a social satire    it reads a lot like a fifth book of gulliver s travels    humans discover a planet in which the roles of apes and humans have been reversed   not unlike the roles of horses and humans on jonathan swift s island of the houyhnhnms    the novel moves somewhat slowly to create some suspense in revealing all the things most film fans know to be true about the nature of the planet    it seems to me there is also a statement about human cruelty to animals   but perhaps i was just looking for that    when rod serling adapted the novel into a film released in 1968   he added a number of serling touches   familiar from episodes of the twilight zone and changed the ending to make it more serling ish    the final irony of the original version has become film history    without it there could never have been a   planet of the apes   film series    i can surmise only that serling ran into serious script problems in how to handle the tricky question of language    in the book the apes had their own language and the human eventually learned that language    that could have been done in the film   but that would have required the entire film to be subtitled for the non ape speaking    serling avoided this by having the apes speak english and   of course   there is some justification for that by the end of the film    justifying why the apes spoke english may have even been the inspiration for his surprise ending    but serling never tackles the all important question of why a supposedly intelligent human never shows any curiosity or even surprise that the apes speak his own language   a language they had no opportunity to ever hear    few viewers questioned this serious plot hole   however   and the film has become well respected in cinema history    partial credit at least should go to jerry goldsmith whose extremely inventive score is one of goldsmith s best if not his best    when the film s success called for sequels   the filmmakers turned up the violence and they added well intentioned   though not very subtle   political messages about what was happening in the united states of the 1960s and 1970s    while the first film had a little shooting of guns and what was there seemed a little half  hearted   by the second film   beneath the planet of the apes   there was a good deal more violence and from that point on the series had a lot of violence and chases    the series concluded with battle for the planet of the apes in 1973    now director tim burton tries his hand at adapting the original book again    for those who thought that the 1968 version was not very faithful to the book   burton s new version is even less faithful    first   he does not really reverse the roles of the humans and the apes    he has them both be intelligent   articulate races battling for a dominance of the planet currently in the hands   uh   make that paws   of the apes    that could be a good story too   but it is not planet of the apes    as with the mission impossible films and so many other cinematic homages to the third quarter of the last century   the title makes promises that the filmmakers have no intention of honoring    in 2029 leo davidson   mark wahlberg   not this world s most expressive actor   works on a space station increasing the intelligence and usefulness of apes    then a convenient time storm sweeps him up wizard of oz fashion and drops him on an alien planet       yes   he survives this storm   but then no storm is perfect      he quickly finds   not greatly to any surprise he shows   that on this planet apes rule and humans drool   but everybody talks    and the language they talk is earth  english    apparently it does not even occur to leo that there is a mystery that needs to be explained about that    the fact it does not occur to leo and apparently didn t occur to tim burton either is the heart of the real horror of this film    both just assumed that if apes were going to talk the language they would speak would be english    in any case having one talking race dominating another makes this not a look at human animal relationships and more one of the master slave relationships    outside of sudan and a few other countries this is a less relevant topic    leo is captured to be used as a slave but also is discovered by ari   played by helena bonham carter    ari is an attractive ape with close ties to high political power    she is bent on making the world a better place    perhaps in a previous draft of the script she was called hil ari    in any case with makeup that stifles her usual pout   carter is just about as attractive as she has ever been in a film    she may want to consider this to become her standard look from this point forward    it is not long before leo escapes with some human and only a couple of sympathetic apes    this is a further abandonment of the source material    the chase severely limits the interplay of ape and human and the examination of each s place in this reversed society   each important in the book    we cannot see how the society works because most of the screentime society has broken down    we see the humans either separated from the apes or fighting them    burton chooses visceral thrills over cerebral ones at almost every turn    this is a miscalculation   as characters so lacking in empathy value are difficult ones to place much emotional investment in    they are basically chess pieces and the viewer has little reason to root for them to win    the 1968 script had little subtlety   with lines like   i never met an ape i didn t like     but at least we cared for what happened to taylor   the main character    most of what this film has to offer is in the visuals    the visual work is spotty but generally nicely done except that so much of the film takes place in the night or in fog    this tends to limit close looks at the makeup    in general it seems much improved from 1968    the makeup team is led by rick baker instead of john chambers   who did it for the 1968 version    in 1968 chambers makeup was a jaw dropper    it was realistic enough to almost be believable but flexible enough to show emotion    chambers is good   but if anyone had a chance to best him it would have to be baker    today audiences have higher expectations   baker s visualization is really an improvement    these visuals work nicely    what does not work is the wire  assisted leaps some of the apes make    they look like they were inspired by the physics  defying leaps of crouching tiger   hidden dragon    apes spring incredible distances    some of the best scenes are apes running into battle looking like they have ape posture   but when they start flying through the air the effect is lost    one final visual problem is that the film frequently shows its budget in what should be spectacular battle scenes the camera shows us only a small group of people close up    since the days of lon chaney and boris karloff few actors have crossed over to stardom in a role that required heavy make up    the one actor who has a shot is paul giamatti    it is not that his lines are so good   most are silly jokes    but he delivers them very well    he was always a watchable actor   but has not yet made stardom    as the ape trader limbo he over emotes to overcome his ape make up   but does it very well    in doing so he makes himself the most interesting thing on the screen    he is probably the best thing in the film and conjures up memories of peter ustinov s performance in spartacus    as an in joke there are several lines in the script borrowed from the 1968 film and an old ape played by charleton heston becomes an allusion to the first film by itself    danny elfman s score has a nice primitive feel   but jerry goldsmith s 1968 tour de force score is a real classic    that score and the whole film will be remembered when the 2001 film is forgotten    i rate the remake 4 on the 0 to 10 scale and a 0 on the  4 to +4 scale    
37,44, plot   token director alan smithee steals the only copy of his film   trio   from the studio   after they complete the   final cut   without him    he threatens to burn the film reel if they do not allow him to keep his vision    critique   wow    i really can t remember the last time a movie sucked on so many levels !  the   comedy   in this film is pathetic   obvious and dated   oj simpson jokes galore      the plot is uninteresting   boring and bad    the structure of the film is annoying   repetitive and pretentious    the acting is pretty bad   especially jackie chan   who can t act to save his life    the cameos are lame and seem forced   and the ending blows chunks    all in all   this movie believes itself to be a clever   humorous and edgy look behind the closed doors of hollywood   but comes across as a boring   stupid and completely unentertaining piece of shite    i love to see movies about hollywood shenanigans   but this one bites the big one    see it if you like to watch really bad movies   otherwise skip it   because it will just have you hating every star that makes an appearance in it    luckily for us all   this mess only lasts about 80 minutes   and miramax honcho harvey weinstein plays a lead faced detective    by the way   is there any reason why the studio or the producer couldn t have cut another version of the film by the way of all the filmed stock that was left over    who knows   who cares   this   satire   sucks the bag    little known facts about this film and its stars   ironically   the original director of this film   arthur hiller   also requested his name be taken off the credits and replaced by the dga s alan smithee moniker    this was after the film s production company   cinergi pictures   preferred the cut made by producer/writer joe eszterhas to his    the original script of this film included arnold schwarzenegger and bruce willis    eszterhas announced through the media during post production that cinergi pictures didn t have the money to pay for soundtrack    he said that he would finance the soundtrack from his own money and asked to submit tracks for it to him    he received 9   200 cds and cassettes from mostly unknown and unsigned artists   listened to all that was sent   at least a couple of tracks from each record   and compiled the soundtrack    this film practically swept the   razzie awards   in 1999   given out to the worst of all movie categories of the year   with no less than the   worst picture   award   the   worst screenplay     joe eszterhas     the   worst supporting actor     joe eszterhas     the   worst new star     joe eszterhas tied with jerry springer   and the   worst original song       i wanna be mike ovitz !    as written by joe eszterhas      
38,43, the obvious reason for producing a sequel to an immensely popular movie is to acquire continued profits    the rationale is sound   but in many cases of this and recent years   the sequel is a shoddy product that s exposed for the cash milking vehicle it really is    last year s speed 2 and scream 2   as well as this year s species ii have all been products that have been decisively less than satisfactory    in some cases   a sequel can even discredit its predecessor   as with the latest neo slasher flick   i still know what you did last summer    whatever uniqueness the original might ve had now seems trite and overplayed when paired with this abominable thriller    julie james   jennifer love hewitt   and ray bronson   freddie prinze jr     are back from the original to star in i still know   reprising their roles in typical fashion    julie and ray experience a rather predictable falling out at the beginning of the movie   leaving the door wide open for newcomer will benson   matthew settle      will and julie hit it off   and along with friends karla   brandy norwood   and tyrell   mekhi phifer     the foursome heads off to a radio station giveaway vacation in the tropics    unfortunately   things aren t so peachy once they arrive   and with a regularity you could set your watch by   the infamous fisherman   muse watson   is back with his hook    it s another bloody showdown   complete with cliffhanger ending    there s not much that s original about i still know   and with the market saturated by gen x thrillers like this one   it s unlikely that i still know will get any recognition other than that of a bad sequel    for die hard fans of the genre   this will be required viewing material   but the bottom line is that the material here is just recycled from the original i know what you did last summer    the aura of thrillerism surrounding the plot isn t heightened by skillful scripting or camera work   but rather a tense   string based score and manipulative editing    the man with the hook ends up becoming very belittled this time around when the script gives him too many lines of dialogue    he goes from being a scary figure to a nutcase in a few short and painful moments    much of the mystery is dropped for the sake of getting the point    the whole reason the plot exists   julie and karla must guess the capital of brazil in order to win the trip from the radio station   is a dead giveaway   lessening suspense and creating a hurry up and wait timing problem    and   whereas the killer s identity might ve been a question in the first movie   it s almost a given here   which changes the dynamic of the movie drastically    three or four teens run automatically from a man in a rain slicker they nonchalantly refer to as   the killer      they re almost used to it   and the performances show it   not hewitt   nor prinze   nor brandy   nor phifer give a decent show    and so   in the end   it s left wide open for a third movie and   most likely   a brand new supporting cast    god help us    
